enginebStandard,enginebEntity,enginebAttribute,relationshipTo,DataType,MS_DataType,Description
FA,fixedAssetMasterData,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetMasterData,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetMasterData,serialNumber,,TEXT,string,
FA,fixedAssetMasterData,supplierId,supplierMasterData.supplierId,TEXT,string,"Identifier of the supplier to whom payment isdue or from whom unused credits have beenapplied. Must match theSupplier_Account_ID in theSupplier_Listing_YYYYMMDD file."
FA,fixedAssetMasterData,supplierName,,TEXT,string,Name of the supplier
FA,fixedAssetRemovals,acquirerId,,TEXT,string,
FA,fixedAssetRemovals,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
FA,fixedAssetRemovals,approvedByDate,,DATE,date,Date the entry was approved.
FA,fixedAssetRemovals,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
FA,fixedAssetRemovals,enteredBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for person who created the record.
FA,fixedAssetRemovals,enteredDate,,DATE,date,"Date the order was entered into the system.This is sometimes referred to as the creationdate. This should be a system-generateddate (rather than user-entered date), whenpossible. This date does not necessarilycorrespond with the date of the transactionitself."
FA,fixedAssetRemovals,fixedAssetId,,TEXT,string,
FA,fixedAssetRemovals,fixedAssetRealizedGainLossAccount,chartOfAccounts.glAccountNumber,TEXT,string,
FA,fixedAssetRemovals,fixedAssetRealizedGainLossAmount,,NUMERIC,decimal,
FA,fixedAssetRemovals,fixedAssetRemovalCashProceedsAmount,,NUMERIC,decimal,
FA,fixedAssetRemovals,fixedAssetRemovalDate,,DATE,date,
FA,fixedAssetRemovals,fixedAssetRemovalNonCashProceedsAmount,,NUMERIC,decimal,
FA,fixedAssetRemovals,fixedAssetRemovalsId,,TEXT,string,
FA,fixedAssetRemovals,fixedAssetUnrealizedGainLossAccount,chartOfAccounts.glAccountNumber,TEXT,string,
FA,fixedAssetRemovals,fixedAssetUnrealizedGainLossAmount,,NUMERIC,decimal,
FA,fixedAssetRemovals,glAccount,chartOfAccounts.glAccountNumber,TEXT,string,
FA,fixedAssetRemovals,glTransactionId,glDetail.transactionId,TEXT,string,
FA,fixedAssetRemovals,lastModifiedBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for the last person modifying this entry.
FA,fixedAssetRemovals,lastModifiedByDate,,DATE,date,
FA,fixedAssetRemovals,lotNumber,,TEXT,string,
FA,fixedAssetRemovals,removalType,,TEXT,string,
FA,fixedAssetRemovals,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetRemovals,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetRemovals,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetRemovals,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetRemovals,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetRemovals,serialNumber,,TEXT,string,
FA,fixedAssetRemovals,taxCode,,TEXT,string,
FA,fixedAssetRemovals,transactionFees,,TEXT,string,
FA,fixedAssetRemovals,uniqueId,,TEXT,string,
FA,fixedAssetValuation,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
FA,fixedAssetValuation,approvedByDate,,DATE,date,Date the entry was approved.
FA,fixedAssetValuation,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
FA,fixedAssetValuation,enteredBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for person who created the record.
FA,fixedAssetValuation,enteredDateTime,,DATE,date,"The date the transaction was entered into the system. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entered date), when possible. This date does not necessarily correspond with the date of the transaction itself."
FA,fixedAssetValuation,fixedAssetId,fixedAssetMasterData.fixedAssetId,TEXT,string,
FA,fixedAssetValuation,fixedAssetRealizedGainLossAccount,chartOfAccounts.glAccountNumber,TEXT,string,
FA,fixedAssetValuation,fixedAssetRealizedGainLossAmount,,NUMERIC,decimal,
FA,fixedAssetValuation,fixedAssetUnrealizedGainLossAccount,chartOfAccounts.glAccountNumber,TEXT,string,
FA,fixedAssetValuation,fixedAssetUnrealizedGainLossAmount,,NUMERIC,decimal,
FA,fixedAssetValuation,glAccount,chartOfAccounts.glAccountNumber,TEXT,string,
FA,fixedAssetValuation,glTransactionId,glDetail.transactionId,TEXT,string,
FA,fixedAssetValuation,lastModifiedBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for the last person modifying this entry.
FA,fixedAssetValuation,lastModifiedByDate,,DATE,date,
FA,fixedAssetValuation,lotNumber,,TEXT,string,
FA,fixedAssetValuation,revaluationAmount,,NUMERIC,decimal,
FA,fixedAssetValuation,revaluationDate,,DATE,date,
FA,fixedAssetValuation,revaluationDescription,,TEXT,string,
FA,fixedAssetValuation,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetValuation,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetValuation,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetValuation,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetValuation,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetValuation,serialNumber,,TEXT,string,
FA,fixedAssetValuation,uniqueId,,TEXT,string,
FA,fixedAssetValuation,valuerDocumnetReference,,TEXT,string,
FA,fixedAssetValuation,valuerId,,TEXT,string,
FA,fixedAssetValuation,valuerName,,TEXT,string,
GL,glDetail,amount,,NUMERIC,decimal,Transaction monetary amount recorded in the functional or group currency for the entity under audit. No multicurrency translation should need to be performed on this amount because all transactions are recorded in a single currency.
GL,glDetail,amountCreditDebitIndicator,,TEXT,string,Indicates whether the amount is a credit or debit. ‚ÄúC‚Äù=credit; ‚ÄúD‚Äù=debit.
GL,glDetail,amountCurrency,,TEXT,string,"The functional or group currency related tothe balance. See ISO 4217 coding."
GL,glDetail,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
GL,glDetail,approvedDateTime,,DATE,date,The DateTime the entry was approved.
GL,glDetail,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
GL,glDetail,effectiveDate,,DATE,date,Date the customer declared active.
GL,glDetail,enteredBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for person who created the record.
GL,glDetail,enteredDateTime,,DATE,date,"The date the transaction was entered into the system. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entered date), when possible. This date does not necessarily correspond with the date of the transaction itself."
GL,glDetail,fiscalYear,,TEXT,string,"Fiscal year in which Effective_Date occurs—YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for Extensible Business Reporting Language Global Ledger taxonomy framework (XBRL GL)."
GL,glDetail,glAccountNumber,chartOfAccounts.glAccountNumber,TEXT,string,Identifier for the GL financial quarterly periods. GL_Account_Number in this file must match the GL_Account_Number used in the Trial_Balance and Chart_Of_Accounts files.
GL,glDetail,jeHeaderDescription,,TEXT,string,Description of the entire journal entry as described by the journal entry header.
GL,glDetail,jeLineDescription,,TEXT,string,Description of the individual line within the journal entry.
GL,glDetail,journalEntryType,,TEXT,string,
GL,glDetail,journalId,,TEXT,string,Identifier that is unique for each journal entry. May require concatenation of multiple fields.
GL,glDetail,journalIdLineNumber,,TEXT,string,Identifier that is unique for each line within a journal entry.
GL,glDetail,lastModifiedBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for the last person modifying this entry.
GL,glDetail,lastModifiedDate,,DATE,date,The date the entry was last modified before posting.
GL,glDetail,localAmount,,NUMERIC,decimal,Amount in the local country currency where the transaction originated.
GL,glDetail,localAmountCurrency,,TEXT,string,"The currency used for local country reporting requirements (for example, USD, EUR; see ISO 4217 coding)."
GL,glDetail,period,,TEXT,string,"Fiscal period in which the Effective_Date occurs.Examples include W1‚ÄìW53 for weekly periods, M1‚ÄìM12 for monthly periods, and Q1‚ÄìQ4 for quarterly periods."
GL,glDetail,reportingAmount,,NUMERIC,decimal,The amount recorded in the currency in which a reporting entity prepares its financial statements.
GL,glDetail,reportingAmountCurrency,,TEXT,string,"The currency which a reporting entity prepares its financial statements (for example, USD, EUR; see ISO 4217 coding)."
GL,glDetail,reversalIndicator,,TEXT,string,"Indicates whether this entry is a reversal or to be reversed. ‚Äú1‚Äù=entry is a reversal, ‚Äú2‚Äù=entry is to be reversed, and empty (‚Äú‚Äù)=none of the above or system generated indicators. For XBRL GL, this is a Boolean, in which ‚Äútrue‚Äù indicates it is to be reversed; ‚Äúfalse‚Äù with provision of a reversingDate indicates the entry is a reversal."
GL,glDetail,reversalJournalId,glDetail.JournalId,TEXT,string,"When the Reversal_Indicator=1, this identifies the Journal_ID of the entry being reversed."
GL,glDetail,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
GL,glDetail,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
GL,glDetail,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
GL,glDetail,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
GL,glDetail,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
GL,glDetail,sourceId,sourceListing.sourceIdId,TEXT,string,"Posting source (code for source from which the journal entry originated, such as sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet, and so on)."
GL,glDetail,tags,,TEXT,string,
GL,glDetail,taxCode,taxTable.regulatorCode,TEXT,string,
GL,glDetail,transactionId,,TEXT,string,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department"
GL,glDetail,userDefined1,,TEXT,string,
GL,glDetail,userDefined2,,TEXT,string,
AP,goodsReceivedData,adjustmentAmount,,NUMERIC,decimal,"Reference number on shipping document(company reference or logistics companyidentifier)."
AP,goodsReceivedData,adjustmentDescription,,TEXT,string,"If an adjustment to the receipt, a descriptionof the reason for the adjustment."
AP,goodsReceivedData,adjustmentIndicator,,TEXT,string,"""0"" if the transaction is the original shipmenttransaction, ""1"" if the transaction is ashipment adjustment."
AP,goodsReceivedData,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
AP,goodsReceivedData,approvedByDateTime,,DATE,date,The DateTime the entry was approved.
AP,goodsReceivedData,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
AP,goodsReceivedData,enteredBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for person who created the record.
AP,goodsReceivedData,enteredDateTime,,DATE,date,"The date the transaction was entered into the system. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entered date), when possible. This date does not necessarily correspond with the date of the transaction itself."
AP,goodsReceivedData,goodsReceiptUniqueId,,TEXT,string,
AP,goodsReceivedData,goodsReceivedAmount,,NUMERIC,decimal,"Customer purchasing the product. Must match a Customer_Account_ID in the Customer_Master_Listing_YYYYMMDD file."
AP,goodsReceivedData,goodsReceivedCurrencyAmount,,NUMERIC,decimal,
AP,goodsReceivedData,goodsReceivedCurrencyCode,,TEXT,string,
AP,goodsReceivedData,goodsReceivedExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AP,goodsReceivedData,lastModifiedBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for the last person modifying this entry.
AP,goodsReceivedData,lastModifiedDateTime,,DATE,date,The date and time the entry was last modified before posting.
AP,goodsReceivedData,lineAdjustmentAmount,,NUMERIC,decimal,
AP,goodsReceivedData,lineAdjustmentDescription,,TEXT,string,
AP,goodsReceivedData,lineAmount,,NUMERIC,decimal,In the header's default currency.
AP,goodsReceivedData,lineCurrencyAmount,,NUMERIC,decimal,"Monetary amount for the line item in the receipt document related to the purchase order in local currency."
AP,goodsReceivedData,lineCurrencyCode,,TEXT,string,"The currency for local reporting requirements. See ISO 4217 coding."
AP,goodsReceivedData,lineExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AP,goodsReceivedData,linePurchaseOrderAmount,,NUMERIC,decimal,
AP,goodsReceivedData,linePurchaseOrderCurrencyAmount,,NUMERIC,decimal,"Monetary amount for the line item in thepurchase order related to the receiptshipping document in local currency. If nopurchase order, leave blank."
AP,goodsReceivedData,linePurchaseOrderCurrencyCode,,TEXT,string,"The currency for local reportingrequirements. See ISO 4217 coding. If nopurchase order, leave blank."
AP,goodsReceivedData,linePurchaseOrderExchangeRate,,NUMERIC,decimal,
AP,goodsReceivedData,linePurchaseOrderLineId,,TEXT,string,"Identifier for purchase order line number.Must match Purchase_Order_Line_IDused inPurchase_Orders_Lines_YYYYMMDD_YYYYMMDD file. If no purchase order,leave blank."
AP,goodsReceivedData,linePurchaseOrderQuantity,,TEXT,string,"Purchase order line quantity. If no purchase order, leave blank."
AP,goodsReceivedData,linePurchaseOrderUnitofMeasure,,TEXT,string,"Purchase order line base unit of measure. If no purchase order, leave blank."
AP,goodsReceivedData,linePurchaseOrderUnitPrice,,TEXT,string,"Purchase order line price per unit. If no purchase order, leave blank."
AP,goodsReceivedData,lineReceiptDocumentLineId,,TEXT,string,Reference line number on receipt document.
AP,goodsReceivedData,lineReceiptId,,TEXT,string,"Unique identifier for each shipment received. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each shipment."
AP,goodsReceivedData,lineReceiptProductBarCode,,TEXT,string,UPC or other general identifier.
AP,goodsReceivedData,lineReceiptProductDescription,,TEXT,string,Product description (plain English) to indicate the name or other identifying characteristics of the product.
AP,goodsReceivedData,lineReceiptProductGroup01,,TEXT,string,"Product descriptor #1, for example, tires or accessories."
AP,goodsReceivedData,lineReceiptProductGroup02,,TEXT,string,"Product descriptor #2, for example, brand."
AP,goodsReceivedData,lineReceiptProductId,,TEXT,string,Identifier that is unique for each product.
AP,goodsReceivedData,lineReceiptQuantity,,TEXT,string,Item quantity received.
AP,goodsReceivedData,lineReceiptUnitOfMeasure,,TEXT,string,Base unit of measure.
AP,goodsReceivedData,lineReceiptUnitPrice,,TEXT,string,Price per unit for item received.
AP,goodsReceivedData,postingStatus,,TEXT,string,"Status of the transaction's posting to the GL(for example, ""Posted,"" ""Not Posted"")."
AP,goodsReceivedData,purchaseOrderAmount,,NUMERIC,decimal,
AP,goodsReceivedData,purchaseOrderCurrencyAmount,,NUMERIC,decimal,"Transaction monetary amount in localcurrency. If no purchase order, leave blank."
AP,goodsReceivedData,purchaseOrderCurrencyCode,,TEXT,string,"The currency for local reportingrequirements. See ISO 4217 coding. If nopurchase order, leave blank."
AP,goodsReceivedData,purchaseOrderDate,,DATE,date,
AP,goodsReceivedData,purchaseOrderExchangeRate,,NUMERIC,decimal,
AP,goodsReceivedData,purchaseOrderId,purchaseOrderData.purchaseOrderUniqueId,TEXT,string,"Unique identifier for each purchase order.Must match Purchase_Order_ID in thePurchase_Orders_YYYYMMDD_YYYYMMDD file. If no purchase order, leave blank."
AP,goodsReceivedData,receiptDate,,DATE,date,Date of receipt (date received)
AP,goodsReceivedData,receiptDocumentId,,TEXT,string,"Reference number on receipt shippingdocument (company reference or logisticscompany identifier)."
AP,goodsReceivedData,receiptFiscalYear,,TEXT,string,"Fiscal year in which the Receipt_Date occursâ€”YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL)."
AP,goodsReceivedData,receiptId,,TEXT,string,"Unique identifier for each payment received. This ID may need to be created by concatenating fields (for example, customer and payment number) to uniquely identify each transaction."
AP,goodsReceivedData,receiptPeriod,,TEXT,string,"Fiscal period in which the Receipt_Date occurs. Examples include W1â€“W53 for weekly periods, M1â€“M12 for monthly periods, and Q1â€“Q4 for quarterly periods."
AP,goodsReceivedData,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,goodsReceivedData,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,goodsReceivedData,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,goodsReceivedData,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,goodsReceivedData,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,goodsReceivedData,supplierId,supplierMasterData.supplierId,TEXT,string,"Identifier of the supplier to whom payment isdue or from whom unused credits have beenapplied. Must match theSupplier_Account_ID in theSupplier_Listing_YYYYMMDD file."
AR,goodsShippedData,adjustmentAmount,,NUMERIC,decimal,"Reference number on shipping document(company reference or logistics companyidentifier)."
AR,goodsShippedData,adjustmentDescription,,TEXT,string,"If an adjustment to the receipt, a descriptionof the reason for the adjustment."
AR,goodsShippedData,adjustmentIndicator,,TEXT,string,"""0"" if the transaction is the original shipmenttransaction, ""1"" if the transaction is ashipment adjustment."
AR,goodsShippedData,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
AR,goodsShippedData,approvedDate,,DATE,date,Date the entry was approved.
AR,goodsShippedData,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
AR,goodsShippedData,customerAccountId,,TEXT,string,Identifier of the customer from whom payment is expected or to whom unused credits have been applied.
AR,goodsShippedData,enteredBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for person who created the record.
AR,goodsShippedData,enteredDate,,DATE,date,"Date the order was entered into the system.This is sometimes referred to as the creationdate. This should be a system-generateddate (rather than user-entered date), whenpossible. This date does not necessarilycorrespond with the date of the transactionitself."
AR,goodsShippedData,goodsReceivedAmount,,NUMERIC,decimal,"Customer purchasing the product. Must match a Customer_Account_ID in the Customer_Master_Listing_YYYYMMDD file."
AR,goodsShippedData,goodsReceivedExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AR,goodsShippedData,goodsShippedId,,TEXT,string,
AR,goodsShippedData,lastModifiedBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for the last person modifying this entry.
AR,goodsShippedData,lastModifiedDate,,DATE,date,The date the entry was last modified before posting.
AR,goodsShippedData,lineAdjustmentAmount,,NUMERIC,decimal,
AR,goodsShippedData,lineAdjustmentDescription,,TEXT,string,
AR,goodsShippedData,lineAmount,,NUMERIC,decimal,In the header's default currency.
AR,goodsShippedData,lineExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AR,goodsShippedData,lineSalesOrderAmount,,NUMERIC,decimal,In the header's default currency.
AR,goodsShippedData,lineSalesOrderExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AR,goodsShippedData,lineSalesOrderLineAmountLocal,,TEXT,string,"Monetary amount for the line item in thesales order related to the shipping documentline item. Recorded in the local currency. If no sales order, leave blank."
AR,goodsShippedData,lineSalesOrderLineId,,TEXT,string,"Identifier for sales order line number.Must match Sales_Order_Line_ID usedinSales_Orders_Lines_YYYYMMDD_YYYYMMDD file. If no sales order, leaveblank."
AR,goodsShippedData,lineSalesOrderLocalCurrency,,TEXT,string,"The currency for local reporting requirements. See ISO 4217 coding. If nosales order, leave blank."
AR,goodsShippedData,lineSalesOrderQuantity,,TEXT,string,"Sales order line original quantity. If no sales order, leave blank."
AR,goodsShippedData,lineSalesOrderUnitOfMeasure,,NUMERIC,decimal,"Sales order line base unit of measure. If no sales order, leave blank."
AR,goodsShippedData,lineSalesOrderUnitPrice,,NUMERIC,decimal,"Sales order line price per unit. If no sales order, leave blank."
AR,goodsShippedData,lineShipmentId,,TEXT,string,"Unique identifier for each shipment. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each shipment. Must match the Shipment_ID field in the file Shipments_Made_YYYYMMDD_YYYYMMDD."
AR,goodsShippedData,lineShippingDocumentLineId,,TEXT,string,Reference line number on shipping document.
AR,goodsShippedData,lineShippingLineAmountLocal,,NUMERIC,decimal,"Monetary amount for the line item in theshipping document related to the sales order.Recorded in the local currency."
AR,goodsShippedData,lineShippingLineAmountLocalCurrency,,TEXT,string,"The currency for local reportingrequirements. See ISO 4217 coding."
AR,goodsShippedData,lineShippingProductBarCode,,TEXT,string,UPC or other general identifier.
AR,goodsShippedData,lineShippingProductCode,,TEXT,string,Product code appearing on the trade document
AR,goodsShippedData,lineShippingProductDescription,,TEXT,string,Product description (plain English) to indicate the name or other identifying characteristics of the product.
AR,goodsShippedData,lineShippingProductGroup01,,TEXT,string,"Product descriptor #1, for example, tires or accessories."
AR,goodsShippedData,lineShippingProductGroup02,,TEXT,string,"Product descriptor #2, for example, brand."
AR,goodsShippedData,lineShippingProductId,,TEXT,string,Identifier that is unique for each product.
AR,goodsShippedData,lineShippingQuantity,,TEXT,string,Item quantity sent.
AR,goodsShippedData,lineShippingUnitOfMeasure,,NUMERIC,decimal,Base unit of measure.
AR,goodsShippedData,lineShippingUnitPrice,,NUMERIC,decimal,Price per unit for item sent.
AR,goodsShippedData,postingStatus,,TEXT,string,"Status of the transaction's posting to the GL(for example, ""Posted,"" ""Not Posted"")."
AR,goodsShippedData,salesOrderAmount,,NUMERIC,decimal,In the header's default currency.
AR,goodsShippedData,salesOrderAmountLocal,,NUMERIC,decimal,Sales monetary amount recorded in the local currency.
AR,goodsShippedData,salesOrderDate,,DATE,date,"Date of sales order for items shipped. If nosales order, leave blank."
AR,goodsShippedData,salesOrderExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AR,goodsShippedData,salesOrderId,salesOrderData.salesOrderId,TEXT,string,"Sales order ID for invoiced items.  Mustmatch Sales_Order_ID in theSales_Orders_YYYYMMDD_YYYYMMDDfile. If no sales order, leave blank."
AR,goodsShippedData,salesOrderLocalCurrency,,TEXT,string,The currency for local reporting requirements. See ISO 4217 coding.
AR,goodsShippedData,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,goodsShippedData,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,goodsShippedData,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,goodsShippedData,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,goodsShippedData,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,goodsShippedData,shipmentDate,,DATE,date,Date of shipment (date shipped)
AR,goodsShippedData,shipmentFiscalYear,,TEXT,string,"Fiscal year in which the Shipment_Date occurs‚ÄîYYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL)."
AR,goodsShippedData,shipmentId,,TEXT,string,"Unique identifier for each shipment. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each shipment."
AR,goodsShippedData,shipmentPeriod,,TEXT,string,"Fiscal period in which the Shapment_Date occurs. Examples include W1‚ÄìW53 for weekly periods, M1‚ÄìM12 for monthly periods, and Q1‚ÄìQ4 for quarterly periods."
AR,goodsShippedData,shippingAmountLocal,,NUMERIC,decimal,"Monetary amount for the items in theshipping document related to the sales order.Recorded in the local currency."
AR,goodsShippedData,shippingAmountLocalCurrency,,TEXT,string,"The currency for local reportingrequirements. See ISO 4217 coding."
AR,goodsShippedData,shippingDocumentId,,TEXT,string,"Reference number on shipping document(company reference or logistics companyidentifier)."
IV,inventoryList,averageCost,,NUMERIC,decimal,
IV,inventoryList,binId,,TEXT,string,
IV,inventoryList,binLocation,,TEXT,string,
IV,inventoryList,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
IV,inventoryList,closingStockQuantity,,NUMERIC,decimal,
IV,inventoryList,closingStockValue,,NUMERIC,decimal,
IV,inventoryList,countedBy,,TEXT,string,
IV,inventoryList,currentValuation,,NUMERIC,decimal,
IV,inventoryList,defaultInventoryMethod,,TEXT,string,
IV,inventoryList,defaultStockingUnitOfMeasure,,NUMERIC,decimal,
IV,inventoryList,glAssetAccount,,TEXT,string,
IV,inventoryList,glCostAccount,,TEXT,string,
IV,inventoryList,inventoryABCCode,,TEXT,string,
IV,inventoryList,inventoryBarCode,,TEXT,string,
IV,inventoryList,inventoryClass,,TEXT,string,
IV,inventoryList,inventoryCost,,NUMERIC,decimal,
IV,inventoryList,inventoryCostMethod,,TEXT,string,
IV,inventoryList,inventoryDescription,,TEXT,string,
IV,inventoryList,inventoryHeldForCustomers,,TEXT,string,
IV,inventoryList,inventoryHeldForOthers,,TEXT,string,
IV,inventoryList,inventoryHeldForSuppliers,,TEXT,string,
IV,inventoryList,inventoryItemCode,,TEXT,string,
IV,inventoryList,inventoryListPrice,,NUMERIC,decimal,
IV,inventoryList,inventoryProductId,,TEXT,string,
IV,inventoryList,inventoryProductType,,TEXT,string,
IV,inventoryList,inventoryPurchaseYearToDate,,DATE,date,
IV,inventoryList,inventoryPurchasingUOM,,TEXT,string,
IV,inventoryList,inventorySellingUOM,,TEXT,string,
IV,inventoryList,inventorySoldYearToDate,,DATE,date,
IV,inventoryList,inventoryStockingUOM,,TEXT,string,
IV,inventoryList,lastCountDate,,DATE,date,
IV,inventoryList,lastDespatchedDate,,DATE,date,
IV,inventoryList,lastReceivedDate,,DATE,date,
IV,inventoryList,locationActiveFlag,,TEXT,string,
IV,inventoryList,locationCity,,TEXT,string,
IV,inventoryList,locationCode,,TEXT,string,
